14 4 3 13 13 19 14 0 0 14 12 23
28 9 6 27 2 11 27 14 13 27 4 13
26 13 26 25 3 13 25 6 3 25 14 24
11 8 29 11 8 14 11 5 10 11 11 27
11 13 25 10 2 28 11 11 12 10 5 8
