13 6 10 12 15 6 13 4 12 12 6 27
8 0 24 7 11 13 8 6 18 7 2 19
30 11 10 29 2 28 30 15 4 29 2 22
5 4 18 4 5 4 5 13 22 4 2 29
14 5 12 13 11 11 14 4 8 13 11 25
