1388 4095 4095 4095 1395 4095 4095 4095 1391 4095 4095 4095 1392 4095 4095 4095
140 4095 4095 4095 134 4095 4095 4095 4095 4095 4095 4095 4095 149 4095 4095
4095 4095 4095 3220 4095 4095 4095 4095 4095 4095 4095 4095 4095 4095 4095 4095
4095 4095 4095 4095 4095 4095 4095 4095 4095 4095 4095 4095 4095 4095 1205 4095
4095 4095 4095 4095 4095 4095 25 4095 4095 4095 4095 4095 4095 4095 4095 4095
